method,map_at_1000,ndcg_at_10,precision_at_10,recall_at_1000,average_latency_ms,median_latency_ms,p95_latency_ms,index_load_time_ms,average_top10_overlap_with_lsa
LSA Brute Force,0.0012631370045253104,0.004484422150865864,0.013793103448275864,0.0763181264292174,29.979962068895915,24.713799999517505,43.86339999982734,,1.0
FAISS Vector Store,0.0012631370045253104,0.004484422150865864,0.013793103448275864,0.0763181264292174,15.308075862149368,14.720499999384629,20.470099999511145,158.8451999996323,1.0
